id,email,password,firstname,lastname,company_id,status,is_active,last_login,created_at,updated_at
79bb0039-b141-47db-ab4d-f6182dc52ed5,nilufar.farrukhova2@bukharaagriculturalenterprise.uz,$2b$10$LnFgRaAL4W9xukhjRgpLvuRRhDV/N7Osg8xlaPPJi1yq9snvWKTfy,Nilufar,Farrukhova,c57d86dc-fbba-4875-9bfd-85d3426bbac5,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
a32d70b3-de31-437c-8224-9fc0ea777ea3,mukaddas.shavkatova3@bukharaagriculturalenterprise.uz,$2b$10$q6l1SFSkVTCnmuc2f/ZQIulItE7XeHNZucdNyInAattx4dexZVJ4y,Mukaddas,Shavkatova,c57d86dc-fbba-4875-9bfd-85d3426bbac5,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
2e9c62c3-47a4-4692-add2-e4f5e54339e6,zulfiya.dilshodova4@bukharaagriculturalenterprise.uz,$2b$10$jTE/fp5KJgu7F5drUDmxT.xFSrwQH28.qI5NfB2rEaE65F7p5iP/m,Zulfiya,Dilshodova,c57d86dc-fbba-4875-9bfd-85d3426bbac5,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
7c15c564-f25e-4769-9746-242d7ed8bcd1,gulchehra.rustamova5@bukharaagriculturalenterprise.uz,$2b$10$vlFSHNY..HyWLMSbnBuW3.7uLgfXiuUrX53jIf0rnX9x4/Aeh6gqi,Gulchehra,Rustamova,c57d86dc-fbba-4875-9bfd-85d3426bbac5,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
c7488adc-a567-4877-9c6c-ae00f5a49f79,jamshid.jamshidov1@andijanmanufacturingsolutions.uz,$2b$10$uQrmAhz7TW9WjbBN5pgLeOPPKg1DSZ4TDc6DRYc6rEF6ggnDgAnUe,Jamshid,Jamshidov,f9c0bbe7-c440-4e73-9d92-6649fe8f2d3e,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
b3055b5d-13e7-4d44-8e1f-43fc62684fd8,farrukh.farrukhov2@andijanmanufacturingsolutions.uz,$2b$10$.lacjJOXPAwmx99.hFGt1OSJgjMSRP5XurBCY/HKam6vsGquoLhu2,Farrukh,Farrukhov,f9c0bbe7-c440-4e73-9d92-6649fe8f2d3e,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
d4aef0ba-f215-4fda-82e6-b0cccb90cb6f,shavkat.shavkatov3@andijanmanufacturingsolutions.uz,$2b$10$aAOQXnj5SrXj0d.Em9fAV.QUypd1fe/RqyFPEPEtNlFomhvljYeVa,Shavkat,Shavkatov,f9c0bbe7-c440-4e73-9d92-6649fe8f2d3e,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
77e1ae15-67fc-4937-a708-509e885f8d7a,dilshod.dilshodov4@andijanmanufacturingsolutions.uz,$2b$10$s3.gMJ95M7rHcigceU3B6.E3LfQCRDVdC3JAPjoN625.V.QhsPCHe,Dilshod,Dilshodov,f9c0bbe7-c440-4e73-9d92-6649fe8f2d3e,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
232a4c3b-8e47-48a7-a084-2e4bb18ccd15,zarina.azizova1@ferganalogisticscenter.uz,$2b$10$FVPSkBWf.632TE.9NBURZePPlvWx.TOPf/OZCu2xRjotEgSSMS9uG,Zarina,Azizova,b85fb41a-f272-43ad-9d3b-9ee6f726d869,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
6ef10c16-d5be-443e-9661-2b1f86bbfa0f,malika.karimova2@ferganalogisticscenter.uz,$2b$10$aCRkvQAQ4hwWwX42ndxGNOCqNVeloAASalxUsbgNUgmK/a74Iz0Nm,Malika,Karimova,b85fb41a-f272-43ad-9d3b-9ee6f726d869,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
b68bc0f3-83ca-458a-8b37-7bd369f16a03,dilfuza.nurmatova3@ferganalogisticscenter.uz,$2b$10$3fjBjijwuBKdoPHWY3sUo.4ydSVb41Vk7Z4eJhyIGlrSYD3HogCIi,Dilfuza,Nurmatova,b85fb41a-f272-43ad-9d3b-9ee6f726d869,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
570e28c1-5e26-4401-9b89-ed488ba8f2d1,gulnora.rahimova4@ferganalogisticscenter.uz,$2b$10$OmQUUo2clQUq4FoLLaeG1u.LbF6JAEQmCkDUwiVgUw.0h2CsiZWAC,Gulnora,Rahimova,b85fb41a-f272-43ad-9d3b-9ee6f726d869,active,t,,2025-08-07 15:43:37.481+05,2025-08-07 15:43:37.481+05
1a97fffd-fc8a-474a-b723-cb42ea3adb07,admin@erp.com,$2b$10$kl4YaoZUoJWWRTsPJZ7eGe7AeWVbqTYnDjyZzG1jl29QWUm/rp./e,Super,Admin,,active,t,2025-08-07 15:45:32.446+05,2025-08-07 15:43:37.292+05,2025-08-07 15:45:32.447+05
